URL,Location,File,End Date
https://www.timeanddate.com/weather/vietnam/hanoi/historic,Hà Nội,vietnam_hanoi.csv,
https://www.timeanddate.com/weather/vietnam/ho-chi-minh/historic,Hồ Chí Minh,vietnam_ho-chi-minh.csv,
